,type,JI,source
1152,snps,0.439821,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1153,indels,0.32906,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1154,snps,0.191431,WGS_WUX_2023_3_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec.HCR
1155,indels,0.224604,WGS_WUX_2023_3_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec.HCR
1156,snps,0.333907,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
1157,indels,0.812948,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_3_TNseq_strelka.isec
1158,snps,0.152231,BGI_T20_WGS_2021_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1159,indels,0.662424,BGI_T20_WGS_2021_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1160,snps,0.588498,BGI_T10_WGS_2023_2_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1161,indels,0.468557,BGI_T10_WGS_2023_2_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1162,snps,0.0792757,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1163,indels,0.160543,BGI_T20_WGS_2023_3_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1164,snps,0.39801,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1165,indels,0.274376,BGI_T10_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1166,snps,0.467629,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1167,indels,0.307683,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1168,snps,0.156331,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
1169,indels,0.534605,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
1170,snps,0.194868,WGS_WUX_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1171,indels,0.184431,WGS_WUX_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1172,snps,0.533372,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec.HCR
1173,indels,0.365325,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec.HCR
1174,snps,0.162627,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
1175,indels,0.206143,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
1176,snps,0.552521,WGS_WUX_2021_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1177,indels,0.246782,WGS_WUX_2021_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1178,snps,0.168104,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
1179,indels,0.521538,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
1180,snps,0.295583,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1181,indels,0.470484,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1182,snps,0.131889,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1183,indels,0.26441,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1184,snps,0.19145,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1185,indels,0.174499,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1186,snps,0.538468,WGS_WUX_2021_3_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec
1187,indels,0.476065,WGS_WUX_2021_3_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec
1188,snps,0.134019,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
1189,indels,0.650792,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
1190,snps,0.146045,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1191,indels,0.307553,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1192,snps,0.287312,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
1193,indels,0.789428,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec
1194,snps,0.0828083,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
1195,indels,0.153479,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
1196,snps,0.188881,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1197,indels,0.209086,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1198,snps,0.198073,WGE_WGS_2023_1_TNseq_strelka.isecVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
1199,indels,0.299764,WGE_WGS_2023_1_TNseq_strelka.isecVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
1200,snps,0.612638,NVG_WGS_2023_1_TNseq_strelka.isecVSWGE_WGS_2023_1_TNseq_strelka.isec
1201,indels,0.772276,NVG_WGS_2023_1_TNseq_strelka.isecVSWGE_WGS_2023_1_TNseq_strelka.isec
1202,snps,0.425809,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1203,indels,0.230881,WGS_WUX_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1204,snps,0.195979,WGS_WUX_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1205,indels,0.175449,WGS_WUX_2021_2_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1206,snps,0.198974,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
1207,indels,0.164839,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
1208,snps,0.287094,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1209,indels,0.735108,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1210,snps,0.592748,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1211,indels,0.779916,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec
1212,snps,0.57236,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1213,indels,0.767543,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1214,snps,0.185904,WGS_WUX_2023_2_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1215,indels,0.149481,WGS_WUX_2023_2_TNseq_strelka.isecVSWGS_WUX_2021_3_TNseq_strelka.isec.HCR
1216,snps,0.189342,WGS_WUX_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1217,indels,0.147881,WGS_WUX_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1218,snps,0.120357,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1219,indels,0.267613,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1220,snps,0.172905,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
1221,indels,0.680464,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
1222,snps,0.573352,WGS_WUX_2021_3_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1223,indels,0.474219,WGS_WUX_2021_3_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1224,snps,0.199195,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1225,indels,0.167553,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1226,snps,0.294482,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1227,indels,0.356059,BGI_T7_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1228,snps,0.194998,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec
1229,indels,0.302364,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec
1230,snps,0.60301,NVG_WGS_2023_1_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec
1231,indels,0.770375,NVG_WGS_2023_1_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec
1232,snps,0.496981,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec.HCR
1233,indels,0.869139,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSARD_WGS_2023_1_TNseq_strelka.isec.HCR
1234,snps,0.187644,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec
1235,indels,0.152874,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_3_TNseq_strelka.isec
1236,snps,0.429109,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
1237,indels,0.280874,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
1238,snps,0.194107,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
1239,indels,0.235448,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
1240,snps,0.194517,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
1241,indels,0.170223,WGS_WUX_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
1242,snps,0.133748,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
1243,indels,0.646519,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
1244,snps,0.314591,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_3_TNseq_strelka.isec
1245,indels,0.501041,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_3_TNseq_strelka.isec
1246,snps,0.0916582,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1247,indels,0.266733,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1248,snps,0.187353,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_2_TNseq_strelka.isec.HCR
1249,indels,0.647519,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_2_TNseq_strelka.isec.HCR
1250,snps,0.422647,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
1251,indels,0.258337,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec.HCR
1252,snps,0.105163,BGI_T10_WGS_2023_2_TNseq_strelka.isecVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1253,indels,0.258297,BGI_T10_WGS_2023_2_TNseq_strelka.isecVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1254,snps,0.165936,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1255,indels,0.6995,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1256,snps,0.426797,WGS_WUX_2021_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1257,indels,0.261879,WGS_WUX_2021_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1258,snps,0.085844,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
1259,indels,0.188001,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
1260,snps,0.187194,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2023_2_TNseq_strelka.isec
1261,indels,0.212422,ARD_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2023_2_TNseq_strelka.isec
1262,snps,0.137346,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1263,indels,0.648875,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1264,snps,0.347158,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1265,indels,0.311655,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1266,snps,0.190663,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1267,indels,0.28842,NVG_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1268,snps,0.302735,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1269,indels,0.802404,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1270,snps,0.0855795,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
1271,indels,0.178233,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_3_TNseq_strelka.isec
1272,snps,0.135766,WGS_WUX_2021_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1273,indels,0.262569,WGS_WUX_2021_1_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1274,snps,0.597555,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1275,indels,0.746922,NVG_WGS_2023_1_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1276,snps,0.319718,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1277,indels,0.814508,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2023_3_TNseq_strelka.isec
1278,snps,0.486184,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1279,indels,0.329281,WGS_WUX_2023_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1280,snps,0.0955639,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
1281,indels,0.176833,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
1282,snps,0.0954818,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2023_1_TNseq_strelka.isec
1283,indels,0.18465,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSWGS_WUX_2023_1_TNseq_strelka.isec
1284,snps,0.272031,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
1285,indels,0.464647,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec
1286,snps,0.125702,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
1287,indels,0.215429,BGI_T20_WGS_2021_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
1288,snps,0.216955,WGS_WUX_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
1289,indels,0.165109,WGS_WUX_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec
1290,snps,0.27972,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1291,indels,0.73767,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSBGI_T20_WGS_2023_2_TNseq_strelka.isec
1292,snps,0.509714,WGS_WUX_2021_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1293,indels,0.258901,WGS_WUX_2021_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1294,snps,0.616807,NVG_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_3_TNseq_strelka.isec
1295,indels,0.543942,NVG_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_3_TNseq_strelka.isec
1296,snps,0.505549,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1297,indels,0.307689,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1298,snps,0.642574,WGE_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec
1299,indels,0.516438,WGE_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec
1300,snps,0.115133,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec
1301,indels,0.239109,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec
1302,snps,0.640887,WGS_WUX_2023_3_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1303,indels,0.436205,WGS_WUX_2023_3_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1304,snps,0.0914857,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
1305,indels,0.214411,BGI_T10_WGS_2021_3_TNseq_strelka.isecVSBGI_T20_WGS_2023_3_TNseq_strelka.isec.HCR
1306,snps,0.555867,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1307,indels,0.688128,BGI_T10_WGS_2021_1_TNseq_strelka.isecVSBGI_T7_WGS_2023_1_TNseq_strelka.isec
1308,snps,0.307955,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
1309,indels,0.7802,BGI_T10_WGS_2021_2_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
1310,snps,0.482249,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1311,indels,0.301956,WGS_WUX_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_3_TNseq_strelka.isec.HCR
1312,snps,0.635904,WGS_WUX_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1313,indels,0.414301,WGS_WUX_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_2_TNseq_strelka.isec
1314,snps,0.0914961,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2023_2_TNseq_strelka.isec
1315,indels,0.184958,BGI_T20_WGS_2023_3_TNseq_strelka.isec.HCRVSWGS_WUX_2023_2_TNseq_strelka.isec
1316,snps,0.190546,WGS_WUX_2023_2_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1317,indels,0.180121,WGS_WUX_2023_2_TNseq_strelka.isecVSBGI_T10_WGS_2023_2_TNseq_strelka.isec.HCR
1318,snps,0.0977567,ARD_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1319,indels,0.271841,ARD_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2023_1_TNseq_strelka.isec.HCR
1320,snps,0.102245,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec
1321,indels,0.242384,BGI_T20_WGS_2021_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_3_TNseq_strelka.isec
1322,snps,0.173776,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_2_TNseq_strelka.isec.HCR
1323,indels,0.538867,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_2_TNseq_strelka.isec.HCR
1324,snps,0.128727,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
1325,indels,0.21709,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
1326,snps,0.132842,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1327,indels,0.550543,BGI_T20_WGS_2023_2_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1328,snps,0.178022,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1329,indels,0.146469,BGI_T10_WGS_2023_3_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1330,snps,0.524444,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
1331,indels,0.698845,WGE_WGS_2023_1_TNseq_strelka.isec.HCRVSBGI_T10_WGS_2023_1_TNseq_strelka.isec.HCR
1332,snps,0.284521,BGI_T20_WGS_2023_2_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec
1333,indels,0.739216,BGI_T20_WGS_2023_2_TNseq_strelka.isecVSARD_WGS_2023_1_TNseq_strelka.isec
1334,snps,0.0938985,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
1335,indels,0.25252,BGI_T20_WGS_2023_1_TNseq_strelka.isecVSNVG_WGS_2023_1_TNseq_strelka.isec.HCR
1336,snps,0.280348,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
1337,indels,0.679613,WGE_WGS_2023_1_TNseq_strelka.isecVSBGI_T20_WGS_2021_1_TNseq_strelka.isec
1338,snps,0.109338,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1339,indels,0.24181,BGI_T20_WGS_2021_3_TNseq_strelka.isecVSBGI_T10_WGS_2021_1_TNseq_strelka.isec.HCR
1340,snps,0.550649,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
1341,indels,0.45237,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec
1342,snps,0.20345,NVG_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
1343,indels,0.206083,NVG_WGS_2023_1_TNseq_strelka.isecVSWGS_WUX_2023_1_TNseq_strelka.isec.HCR
1344,snps,0.0871754,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1345,indels,0.16923,BGI_T20_WGS_2021_2_TNseq_strelka.isecVSWGS_WUX_2021_1_TNseq_strelka.isec.HCR
1346,snps,0.17922,WGS_WUX_2023_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1347,indels,0.155067,WGS_WUX_2023_2_TNseq_strelka.isecVSWGS_WUX_2021_2_TNseq_strelka.isec.HCR
1348,snps,0.171138,BGI_T7_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1349,indels,0.215852,BGI_T7_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1350,snps,0.189523,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1351,indels,0.213004,BGI_T10_WGS_2023_1_TNseq_strelka.isecVSBGI_T10_WGS_2021_2_TNseq_strelka.isec.HCR
1352,snps,0.135792,BGI_T20_WGS_2021_3_TNseq_strelka.isec.HCRVSWGS_WUX_2023_2_TNseq_strelka.isec.HCR
